"name","state","party","period","year"
"Stevenson, Adlai Ewing, III","IL","D",1978.4,1978
"Stevenson, Adlai Ewing, III","IL","D",1979.1,1979
"Stevenson, Adlai Ewing, III","IL","D",1979.2,1979
"Stevenson, Adlai Ewing, III","IL","D",1979.3,1979
"Stevenson, Adlai Ewing, III","IL","D",1979.4,1979
"Stevenson, Adlai Ewing, III","IL","D",1980.1,1980
"Stevenson, Adlai Ewing, III","IL","D",1980.2,1980
"Stevenson, Adlai Ewing, III","IL","D",1980.3,1980
"Stevenson, Adlai Ewing, III","IL","D",1980.4,1980
"Stewart, Donald Wilbur","AL","D",1978.4,1978
"Stewart, Donald Wilbur","AL","D",1979.1,1979
"Stewart, Donald Wilbur","AL","D",1979.2,1979
"Stewart, Donald Wilbur","AL","D",1979.3,1979
"Stewart, Donald Wilbur","AL","D",1979.4,1979
"Stewart, Donald Wilbur","AL","D",1980.1,1980
"Stewart, Donald Wilbur","AL","D",1980.2,1980
"Stewart, Donald Wilbur","AL","D",1980.3,1980
"Stewart, Donald Wilbur","AL","D",1980.4,1980
"Stone, Richard Bernard","FL","D",1975.1,1975
"Stone, Richard Bernard","FL","D",1975.2,1975
"Stone, Richard Bernard","FL","D",1975.3,1975
"Stone, Richard Bernard","FL","D",1975.4,1975
"Stone, Richard Bernard","FL","D",1976.1,1976
"Stone, Richard Bernard","FL","D",1976.2,1976
"Stone, Richard Bernard","FL","D",1976.3,1976
"Stone, Richard Bernard","FL","D",1976.4,1976
"Stone, Richard Bernard","FL","D",1977.1,1977
"Stone, Richard Bernard","FL","D",1977.2,1977
"Stone, Richard Bernard","FL","D",1977.3,1977
"Stone, Richard Bernard","FL","D",1977.4,1977
"Stone, Richard Bernard","FL","D",1978.1,1978
"Stone, Richard Bernard","FL","D",1978.2,1978
"Stone, Richard Bernard","FL","D",1978.3,1978
"Stone, Richard Bernard","FL","D",1978.4,1978
"Stone, Richard Bernard","FL","D",1979.1,1979
"Stone, Richard Bernard","FL","D",1979.2,1979
"Stone, Richard Bernard","FL","D",1979.3,1979
"Stone, Richard Bernard","FL","D",1979.4,1979
"Stone, Richard Bernard","FL","D",1980.1,1980
"Stone, Richard Bernard","FL","D",1980.2,1980
"Stone, Richard Bernard","FL","D",1980.3,1980
"Stone, Richard Bernard","FL","D",1980.4,1980
"Sununu, John Edward","NH","R",2003.1,2003
"Sununu, John Edward","NH","R",2003.2,2003
"Sununu, John Edward","NH","R",2003.3,2003
"Sununu, John Edward","NH","R",2003.4,2003
"Sununu, John Edward","NH","R",2004.1,2004
"Sununu, John Edward","NH","R",2004.2,2004
"Sununu, John Edward","NH","R",2004.3,2004
"Sununu, John Edward","NH","R",2004.4,2004
"Sununu, John Edward","NH","R",2005.1,2005
"Sununu, John Edward","NH","R",2005.2,2005
"Sununu, John Edward","NH","R",2005.3,2005
"Sununu, John Edward","NH","R",2005.4,2005
"Sununu, John Edward","NH","R",2006.1,2006
"Sununu, John Edward","NH","R",2006.2,2006
"Sununu, John Edward","NH","R",2006.3,2006
"Sununu, John Edward","NH","R",2006.4,2006
"Sununu, John Edward","NH","R",2007.1,2007
"Sununu, John Edward","NH","R",2007.2,2007
"Sununu, John Edward","NH","R",2007.3,2007
"Sununu, John Edward","NH","R",2007.4,2007
"Sununu, John Edward","NH","R",2008.1,2008
"Sununu, John Edward","NH","R",2008.2,2008
"Sununu, John Edward","NH","R",2008.3,2008
"Sununu, John Edward","NH","R",2008.4,2008
"Symington, William Stuart","MO","D",1953.1,1953
"Symington, William Stuart","MO","D",1953.2,1953
"Symington, William Stuart","MO","D",1953.3,1953
"Symington, William Stuart","MO","D",1953.4,1953
"Symington, William Stuart","MO","D",1954.1,1954
"Symington, William Stuart","MO","D",1954.2,1954
"Symington, William Stuart","MO","D",1954.3,1954
"Symington, William Stuart","MO","D",1954.4,1954
"Symington, William Stuart","MO","D",1955.1,1955
"Symington, William Stuart","MO","D",1955.2,1955
"Symington, William Stuart","MO","D",1955.3,1955
"Symington, William Stuart","MO","D",1955.4,1955
"Symington, William Stuart","MO","D",1956.1,1956
"Symington, William Stuart","MO","D",1956.2,1956
"Symington, William Stuart","MO","D",1956.3,1956
"Symington, William Stuart","MO","D",1956.4,1956
"Symington, William Stuart","MO","D",1957.1,1957
"Symington, William Stuart","MO","D",1957.2,1957
"Symington, William Stuart","MO","D",1957.3,1957
"Symington, William Stuart","MO","D",1957.4,1957
"Symington, William Stuart","MO","D",1958.1,1958
"Symington, William Stuart","MO","D",1958.2,1958
"Symington, William Stuart","MO","D",1958.3,1958
"Symington, William Stuart","MO","D",1958.4,1958
"Symington, William Stuart","MO","D",1959.1,1959
"Symington, William Stuart","MO","D",1959.2,1959
"Symington, William Stuart","MO","D",1959.3,1959
"Symington, William Stuart","MO","D",1959.4,1959
"Symington, William Stuart","MO","D",1960.1,1960
"Symington, William Stuart","MO","D",1960.2,1960
"Symington, William Stuart","MO","D",1960.3,1960
"Symington, William Stuart","MO","D",1960.4,1960
"Symington, William Stuart","MO","D",1961.1,1961
"Symington, William Stuart","MO","D",1961.2,1961
"Symington, William Stuart","MO","D",1961.3,1961
"Symington, William Stuart","MO","D",1961.4,1961
"Symington, William Stuart","MO","D",1962.1,1962
"Symington, William Stuart","MO","D",1962.2,1962
"Symington, William Stuart","MO","D",1962.3,1962
"Symington, William Stuart","MO","D",1962.4,1962
"Symington, William Stuart","MO","D",1963.1,1963
"Symington, William Stuart","MO","D",1963.2,1963
"Symington, William Stuart","MO","D",1963.3,1963
"Symington, William Stuart","MO","D",1963.4,1963
"Symington, William Stuart","MO","D",1964.1,1964
"Symington, William Stuart","MO","D",1964.2,1964
"Symington, William Stuart","MO","D",1964.3,1964
"Symington, William Stuart","MO","D",1964.4,1964
"Symington, William Stuart","MO","D",1965.1,1965
"Symington, William Stuart","MO","D",1965.2,1965
"Symington, William Stuart","MO","D",1965.3,1965
"Symington, William Stuart","MO","D",1965.4,1965
"Symington, William Stuart","MO","D",1966.1,1966
"Symington, William Stuart","MO","D",1966.2,1966
"Symington, William Stuart","MO","D",1966.3,1966
"Symington, William Stuart","MO","D",1966.4,1966
"Symington, William Stuart","MO","D",1967.1,1967
"Symington, William Stuart","MO","D",1967.2,1967
"Symington, William Stuart","MO","D",1967.3,1967
"Symington, William Stuart","MO","D",1967.4,1967
"Symington, William Stuart","MO","D",1968.1,1968
"Symington, William Stuart","MO","D",1968.2,1968
"Symington, William Stuart","MO","D",1968.3,1968
"Symington, William Stuart","MO","D",1968.4,1968
"Symington, William Stuart","MO","D",1969.1,1969
"Symington, William Stuart","MO","D",1969.2,1969
"Symington, William Stuart","MO","D",1969.3,1969
"Symington, William Stuart","MO","D",1969.4,1969
"Symington, William Stuart","MO","D",1970.1,1970
"Symington, William Stuart","MO","D",1970.2,1970
"Symington, William Stuart","MO","D",1970.3,1970
"Symington, William Stuart","MO","D",1970.4,1970
"Symington, William Stuart","MO","D",1971.1,1971
"Symington, William Stuart","MO","D",1971.2,1971
"Symington, William Stuart","MO","D",1971.3,1971
"Symington, William Stuart","MO","D",1971.4,1971
"Symington, William Stuart","MO","D",1972.1,1972
"Symington, William Stuart","MO","D",1972.2,1972
"Symington, William Stuart","MO","D",1972.3,1972
"Symington, William Stuart","MO","D",1972.4,1972
"Symington, William Stuart","MO","D",1973.1,1973
"Symington, William Stuart","MO","D",1973.2,1973
"Symington, William Stuart","MO","D",1973.3,1973
"Symington, William Stuart","MO","D",1973.4,1973
"Symington, William Stuart","MO","D",1974.1,1974
"Symington, William Stuart","MO","D",1974.2,1974
"Symington, William Stuart","MO","D",1974.3,1974
"Symington, William Stuart","MO","D",1974.4,1974
"Symington, William Stuart","MO","D",1975.1,1975
"Symington, William Stuart","MO","D",1975.2,1975
"Symington, William Stuart","MO","D",1975.3,1975
"Symington, William Stuart","MO","D",1975.4,1975
"Symington, William Stuart","MO","D",1976.1,1976
"Symington, William Stuart","MO","D",1976.2,1976
"Symington, William Stuart","MO","D",1976.3,1976
"Symington, William Stuart","MO","D",1976.4,1976
"Symms, Steven Douglas","ID","R",1981.1,1981
"Symms, Steven Douglas","ID","R",1981.2,1981
"Symms, Steven Douglas","ID","R",1981.3,1981
"Symms, Steven Douglas","ID","R",1981.4,1981
"Symms, Steven Douglas","ID","R",1982.1,1982
"Symms, Steven Douglas","ID","R",1982.2,1982
"Symms, Steven Douglas","ID","R",1982.3,1982
"Symms, Steven Douglas","ID","R",1982.4,1982
"Symms, Steven Douglas","ID","R",1983.1,1983
"Symms, Steven Douglas","ID","R",1983.2,1983
"Symms, Steven Douglas","ID","R",1983.3,1983
"Symms, Steven Douglas","ID","R",1983.4,1983
"Symms, Steven Douglas","ID","R",1984.1,1984
"Symms, Steven Douglas","ID","R",1984.2,1984
"Symms, Steven Douglas","ID","R",1984.3,1984
"Symms, Steven Douglas","ID","R",1984.4,1984
"Symms, Steven Douglas","ID","R",1985.1,1985
"Symms, Steven Douglas","ID","R",1985.2,1985
"Symms, Steven Douglas","ID","R",1985.3,1985
"Symms, Steven Douglas","ID","R",1985.4,1985
"Symms, Steven Douglas","ID","R",1986.1,1986
"Symms, Steven Douglas","ID","R",1986.2,1986
"Symms, Steven Douglas","ID","R",1986.3,1986
"Symms, Steven Douglas","ID","R",1986.4,1986
"Symms, Steven Douglas","ID","R",1987.1,1987
"Symms, Steven Douglas","ID","R",1987.2,1987
"Symms, Steven Douglas","ID","R",1987.3,1987
"Symms, Steven Douglas","ID","R",1987.4,1987
"Symms, Steven Douglas","ID","R",1988.1,1988
"Symms, Steven Douglas","ID","R",1988.2,1988
"Symms, Steven Douglas","ID","R",1988.3,1988
"Symms, Steven Douglas","ID","R",1988.4,1988
"Symms, Steven Douglas","ID","R",1989.1,1989
"Symms, Steven Douglas","ID","R",1989.2,1989
"Symms, Steven Douglas","ID","R",1989.3,1989
"Symms, Steven Douglas","ID","R",1989.4,1989
"Symms, Steven Douglas","ID","R",1990.1,1990
"Symms, Steven Douglas","ID","R",1990.2,1990
"Symms, Steven Douglas","ID","R",1990.3,1990
"Symms, Steven Douglas","ID","R",1990.4,1990
"Symms, Steven Douglas","ID","R",1991.1,1991
"Symms, Steven Douglas","ID","R",1991.2,1991
"Symms, Steven Douglas","ID","R",1991.3,1991
"Symms, Steven Douglas","ID","R",1991.4,1991
"Symms, Steven Douglas","ID","R",1992.1,1992
"Symms, Steven Douglas","ID","R",1992.2,1992
"Symms, Steven Douglas","ID","R",1992.3,1992
"Symms, Steven Douglas","ID","R",1992.4,1992
"Taft, Robert, Jr.","OH","R",1971.1,1971
"Taft, Robert, Jr.","OH","R",1971.2,1971
"Taft, Robert, Jr.","OH","R",1971.3,1971
"Taft, Robert, Jr.","OH","R",1971.4,1971
"Taft, Robert, Jr.","OH","R",1972.1,1972
"Taft, Robert, Jr.","OH","R",1972.2,1972
"Taft, Robert, Jr.","OH","R",1972.3,1972
"Taft, Robert, Jr.","OH","R",1972.4,1972
"Taft, Robert, Jr.","OH","R",1973.1,1973
"Taft, Robert, Jr.","OH","R",1973.2,1973
"Taft, Robert, Jr.","OH","R",1973.3,1973
"Taft, Robert, Jr.","OH","R",1973.4,1973
"Taft, Robert, Jr.","OH","R",1974.1,1974
"Taft, Robert, Jr.","OH","R",1974.2,1974
"Taft, Robert, Jr.","OH","R",1974.3,1974
"Taft, Robert, Jr.","OH","R",1974.4,1974
"Taft, Robert, Jr.","OH","R",1975.1,1975
"Taft, Robert, Jr.","OH","R",1975.2,1975
"Taft, Robert, Jr.","OH","R",1975.3,1975
"Taft, Robert, Jr.","OH","R",1975.4,1975
"Taft, Robert, Jr.","OH","R",1976.1,1976
"Taft, Robert, Jr.","OH","R",1976.2,1976
"Taft, Robert, Jr.","OH","R",1976.3,1976
"Taft, Robert, Jr.","OH","R",1976.4,1976
"Talent, James Matthes","MO","R",2002.4,2002
"Talent, James Matthes","MO","R",2003.1,2003
"Talent, James Matthes","MO","R",2003.2,2003
"Talent, James Matthes","MO","R",2003.3,2003
"Talent, James Matthes","MO","R",2003.4,2003
"Talent, James Matthes","MO","R",2004.1,2004
"Talent, James Matthes","MO","R",2004.2,2004
"Talent, James Matthes","MO","R",2004.3,2004
"Talent, James Matthes","MO","R",2004.4,2004
"Talent, James Matthes","MO","R",2005.1,2005
"Talent, James Matthes","MO","R",2005.2,2005
"Talent, James Matthes","MO","R",2005.3,2005
"Talent, James Matthes","MO","R",2005.4,2005
"Talent, James Matthes","MO","R",2006.1,2006
"Talent, James Matthes","MO","R",2006.2,2006
"Talent, James Matthes","MO","R",2006.3,2006
"Talent, James Matthes","MO","R",2006.4,2006
"Talmadge, Herman Eugene","GA","D",1957.1,1957
"Talmadge, Herman Eugene","GA","D",1957.2,1957
"Talmadge, Herman Eugene","GA","D",1957.3,1957
"Talmadge, Herman Eugene","GA","D",1957.4,1957
"Talmadge, Herman Eugene","GA","D",1958.1,1958
"Talmadge, Herman Eugene","GA","D",1958.2,1958
"Talmadge, Herman Eugene","GA","D",1958.3,1958
"Talmadge, Herman Eugene","GA","D",1958.4,1958
"Talmadge, Herman Eugene","GA","D",1959.1,1959
"Talmadge, Herman Eugene","GA","D",1959.2,1959
"Talmadge, Herman Eugene","GA","D",1959.3,1959
"Talmadge, Herman Eugene","GA","D",1959.4,1959
"Talmadge, Herman Eugene","GA","D",1960.1,1960
"Talmadge, Herman Eugene","GA","D",1960.2,1960
"Talmadge, Herman Eugene","GA","D",1960.3,1960
"Talmadge, Herman Eugene","GA","D",1960.4,1960
"Talmadge, Herman Eugene","GA","D",1961.1,1961
"Talmadge, Herman Eugene","GA","D",1961.2,1961
"Talmadge, Herman Eugene","GA","D",1961.3,1961
"Talmadge, Herman Eugene","GA","D",1961.4,1961
"Talmadge, Herman Eugene","GA","D",1962.1,1962
"Talmadge, Herman Eugene","GA","D",1962.2,1962
"Talmadge, Herman Eugene","GA","D",1962.3,1962
"Talmadge, Herman Eugene","GA","D",1962.4,1962
"Talmadge, Herman Eugene","GA","D",1963.1,1963
"Talmadge, Herman Eugene","GA","D",1963.2,1963
"Talmadge, Herman Eugene","GA","D",1963.3,1963
"Talmadge, Herman Eugene","GA","D",1963.4,1963
"Talmadge, Herman Eugene","GA","D",1964.1,1964
"Talmadge, Herman Eugene","GA","D",1964.2,1964
"Talmadge, Herman Eugene","GA","D",1964.3,1964
"Talmadge, Herman Eugene","GA","D",1964.4,1964
"Talmadge, Herman Eugene","GA","D",1965.1,1965
"Talmadge, Herman Eugene","GA","D",1965.2,1965
"Talmadge, Herman Eugene","GA","D",1965.3,1965
"Talmadge, Herman Eugene","GA","D",1965.4,1965
"Talmadge, Herman Eugene","GA","D",1966.1,1966
"Talmadge, Herman Eugene","GA","D",1966.2,1966
"Talmadge, Herman Eugene","GA","D",1966.3,1966
"Talmadge, Herman Eugene","GA","D",1966.4,1966
"Talmadge, Herman Eugene","GA","D",1967.1,1967
"Talmadge, Herman Eugene","GA","D",1967.2,1967
"Talmadge, Herman Eugene","GA","D",1967.3,1967
"Talmadge, Herman Eugene","GA","D",1967.4,1967
"Talmadge, Herman Eugene","GA","D",1968.1,1968
"Talmadge, Herman Eugene","GA","D",1968.2,1968
"Talmadge, Herman Eugene","GA","D",1968.3,1968
"Talmadge, Herman Eugene","GA","D",1968.4,1968
"Talmadge, Herman Eugene","GA","D",1969.1,1969
"Talmadge, Herman Eugene","GA","D",1969.2,1969
"Talmadge, Herman Eugene","GA","D",1969.3,1969
"Talmadge, Herman Eugene","GA","D",1969.4,1969
"Talmadge, Herman Eugene","GA","D",1970.1,1970
"Talmadge, Herman Eugene","GA","D",1970.2,1970
"Talmadge, Herman Eugene","GA","D",1970.3,1970
"Talmadge, Herman Eugene","GA","D",1970.4,1970
"Talmadge, Herman Eugene","GA","D",1971.1,1971
"Talmadge, Herman Eugene","GA","D",1971.2,1971
"Talmadge, Herman Eugene","GA","D",1971.3,1971
"Talmadge, Herman Eugene","GA","D",1971.4,1971
"Talmadge, Herman Eugene","GA","D",1972.1,1972
"Talmadge, Herman Eugene","GA","D",1972.2,1972
"Talmadge, Herman Eugene","GA","D",1972.3,1972
"Talmadge, Herman Eugene","GA","D",1972.4,1972
"Talmadge, Herman Eugene","GA","D",1973.1,1973
"Talmadge, Herman Eugene","GA","D",1973.2,1973
"Talmadge, Herman Eugene","GA","D",1973.3,1973
"Talmadge, Herman Eugene","GA","D",1973.4,1973
"Talmadge, Herman Eugene","GA","D",1974.1,1974
"Talmadge, Herman Eugene","GA","D",1974.2,1974
"Talmadge, Herman Eugene","GA","D",1974.3,1974
"Talmadge, Herman Eugene","GA","D",1974.4,1974
"Talmadge, Herman Eugene","GA","D",1975.1,1975
"Talmadge, Herman Eugene","GA","D",1975.2,1975
"Talmadge, Herman Eugene","GA","D",1975.3,1975
"Talmadge, Herman Eugene","GA","D",1975.4,1975
"Talmadge, Herman Eugene","GA","D",1976.1,1976
"Talmadge, Herman Eugene","GA","D",1976.2,1976
"Talmadge, Herman Eugene","GA","D",1976.3,1976
"Talmadge, Herman Eugene","GA","D",1976.4,1976
"Talmadge, Herman Eugene","GA","D",1977.1,1977
"Talmadge, Herman Eugene","GA","D",1977.2,1977
"Talmadge, Herman Eugene","GA","D",1977.3,1977
"Talmadge, Herman Eugene","GA","D",1977.4,1977
"Talmadge, Herman Eugene","GA","D",1978.1,1978
"Talmadge, Herman Eugene","GA","D",1978.2,1978
"Talmadge, Herman Eugene","GA","D",1978.3,1978
"Talmadge, Herman Eugene","GA","D",1978.4,1978
"Talmadge, Herman Eugene","GA","D",1979.1,1979
"Talmadge, Herman Eugene","GA","D",1979.2,1979
"Talmadge, Herman Eugene","GA","D",1979.3,1979
"Talmadge, Herman Eugene","GA","D",1979.4,1979
"Talmadge, Herman Eugene","GA","D",1980.1,1980
"Talmadge, Herman Eugene","GA","D",1980.2,1980
"Talmadge, Herman Eugene","GA","D",1980.3,1980
"Talmadge, Herman Eugene","GA","D",1980.4,1980
"Thomas, Craig Lyle","WY","R",1995.1,1995
"Thomas, Craig Lyle","WY","R",1995.2,1995
"Thomas, Craig Lyle","WY","R",1995.3,1995
"Thomas, Craig Lyle","WY","R",1995.4,1995
"Thomas, Craig Lyle","WY","R",1996.1,1996
"Thomas, Craig Lyle","WY","R",1996.2,1996
"Thomas, Craig Lyle","WY","R",1996.3,1996
"Thomas, Craig Lyle","WY","R",1996.4,1996
"Thomas, Craig Lyle","WY","R",1997.1,1997
"Thomas, Craig Lyle","WY","R",1997.2,1997
"Thomas, Craig Lyle","WY","R",1997.3,1997
"Thomas, Craig Lyle","WY","R",1997.4,1997
"Thomas, Craig Lyle","WY","R",1998.1,1998
"Thomas, Craig Lyle","WY","R",1998.2,1998
"Thomas, Craig Lyle","WY","R",1998.3,1998
"Thomas, Craig Lyle","WY","R",1998.4,1998
"Thomas, Craig Lyle","WY","R",1999.1,1999
"Thomas, Craig Lyle","WY","R",1999.2,1999
"Thomas, Craig Lyle","WY","R",1999.3,1999
"Thomas, Craig Lyle","WY","R",1999.4,1999
"Thomas, Craig Lyle","WY","R",2000.1,2000
"Thomas, Craig Lyle","WY","R",2000.2,2000
"Thomas, Craig Lyle","WY","R",2000.3,2000
"Thomas, Craig Lyle","WY","R",2000.4,2000
"Thomas, Craig Lyle","WY","R",2001.1,2001
"Thomas, Craig Lyle","WY","R",2001.2,2001
"Thomas, Craig Lyle","WY","R",2001.3,2001
"Thomas, Craig Lyle","WY","R",2001.4,2001
"Thomas, Craig Lyle","WY","R",2002.1,2002
"Thomas, Craig Lyle","WY","R",2002.2,2002
"Thomas, Craig Lyle","WY","R",2002.3,2002
"Thomas, Craig Lyle","WY","R",2002.4,2002
"Thomas, Craig Lyle","WY","R",2003.1,2003
"Thomas, Craig Lyle","WY","R",2003.2,2003
"Thomas, Craig Lyle","WY","R",2003.3,2003
"Thomas, Craig Lyle","WY","R",2003.4,2003
"Thomas, Craig Lyle","WY","R",2004.1,2004
"Thomas, Craig Lyle","WY","R",2004.2,2004
"Thomas, Craig Lyle","WY","R",2004.3,2004
"Thomas, Craig Lyle","WY","R",2004.4,2004
"Thomas, Craig Lyle","WY","R",2005.1,2005
"Thomas, Craig Lyle","WY","R",2005.2,2005
"Thomas, Craig Lyle","WY","R",2005.3,2005
"Thomas, Craig Lyle","WY","R",2005.4,2005
"Thomas, Craig Lyle","WY","R",2006.1,2006
"Thomas, Craig Lyle","WY","R",2006.2,2006
"Thomas, Craig Lyle","WY","R",2006.3,2006
"Thomas, Craig Lyle","WY","R",2006.4,2006
"Thomas, Craig Lyle","WY","R",2007.1,2007
"Thomas, Craig Lyle","WY","R",2007.2,2007
"Thompson, Freddie Dalton","TN","R",1994.4,1994
"Thompson, Freddie Dalton","TN","R",1995.1,1995
"Thompson, Freddie Dalton","TN","R",1995.2,1995
"Thompson, Freddie Dalton","TN","R",1995.3,1995
"Thompson, Freddie Dalton","TN","R",1995.4,1995
"Thompson, Freddie Dalton","TN","R",1996.1,1996
"Thompson, Freddie Dalton","TN","R",1996.2,1996
"Thompson, Freddie Dalton","TN","R",1996.3,1996
"Thompson, Freddie Dalton","TN","R",1996.4,1996
"Thompson, Freddie Dalton","TN","R",1997.1,1997
"Thompson, Freddie Dalton","TN","R",1997.2,1997
"Thompson, Freddie Dalton","TN","R",1997.3,1997
"Thompson, Freddie Dalton","TN","R",1997.4,1997
"Thompson, Freddie Dalton","TN","R",1998.1,1998
"Thompson, Freddie Dalton","TN","R",1998.2,1998
"Thompson, Freddie Dalton","TN","R",1998.3,1998
"Thompson, Freddie Dalton","TN","R",1998.4,1998
"Thompson, Freddie Dalton","TN","R",1999.1,1999
"Thompson, Freddie Dalton","TN","R",1999.2,1999
"Thompson, Freddie Dalton","TN","R",1999.3,1999
"Thompson, Freddie Dalton","TN","R",1999.4,1999
"Thompson, Freddie Dalton","TN","R",2000.1,2000
"Thompson, Freddie Dalton","TN","R",2000.2,2000
"Thompson, Freddie Dalton","TN","R",2000.3,2000
"Thompson, Freddie Dalton","TN","R",2000.4,2000
"Thompson, Freddie Dalton","TN","R",2001.1,2001
"Thompson, Freddie Dalton","TN","R",2001.2,2001
"Thompson, Freddie Dalton","TN","R",2001.3,2001
"Thompson, Freddie Dalton","TN","R",2001.4,2001
"Thompson, Freddie Dalton","TN","R",2002.1,2002
"Thompson, Freddie Dalton","TN","R",2002.2,2002
"Thompson, Freddie Dalton","TN","R",2002.3,2002
"Thompson, Freddie Dalton","TN","R",2002.4,2002
"Thurmond, James Strom         2","SC","D-R",1956.4,1956
"Thurmond, James Strom         2","SC","D-R",1957.1,1957
"Thurmond, James Strom         2","SC","D-R",1957.2,1957
"Thurmond, James Strom         2","SC","D-R",1957.3,1957
"Thurmond, James Strom         2","SC","D-R",1957.4,1957
"Thurmond, James Strom         2","SC","D-R",1958.1,1958
"Thurmond, James Strom         2","SC","D-R",1958.2,1958
"Thurmond, James Strom         2","SC","D-R",1958.3,1958
"Thurmond, James Strom         2","SC","D-R",1958.4,1958
"Thurmond, James Strom         2","SC","D-R",1959.1,1959
"Thurmond, James Strom         2","SC","D-R",1959.2,1959
"Thurmond, James Strom         2","SC","D-R",1959.3,1959
"Thurmond, James Strom         2","SC","D-R",1959.4,1959
"Thurmond, James Strom         2","SC","D-R",1960.1,1960
"Thurmond, James Strom         2","SC","D-R",1960.2,1960
"Thurmond, James Strom         2","SC","D-R",1960.3,1960
"Thurmond, James Strom         2","SC","D-R",1960.4,1960
"Thurmond, James Strom         2","SC","D-R",1961.1,1961
"Thurmond, James Strom         2","SC","D-R",1961.2,1961
"Thurmond, James Strom         2","SC","D-R",1961.3,1961
"Thurmond, James Strom         2","SC","D-R",1961.4,1961
"Thurmond, James Strom         2","SC","D-R",1962.1,1962
"Thurmond, James Strom         2","SC","D-R",1962.2,1962
"Thurmond, James Strom         2","SC","D-R",1962.3,1962
"Thurmond, James Strom         2","SC","D-R",1962.4,1962
"Thurmond, James Strom         2","SC","D-R",1963.1,1963
"Thurmond, James Strom         2","SC","D-R",1963.2,1963
"Thurmond, James Strom         2","SC","D-R",1963.3,1963
"Thurmond, James Strom         2","SC","D-R",1963.4,1963
"Thurmond, James Strom         2","SC","D-R",1964.1,1964
"Thurmond, James Strom         2","SC","D-R",1964.2,1964
"Thurmond, James Strom         2","SC","D-R",1964.3,1964
"Thurmond, James Strom         2","SC","D-R",1964.4,1964
"Thurmond, James Strom         2","SC","D-R",1965.1,1965
"Thurmond, James Strom         2","SC","D-R",1965.2,1965
"Thurmond, James Strom         2","SC","D-R",1965.3,1965
"Thurmond, James Strom         2","SC","D-R",1965.4,1965
"Thurmond, James Strom         2","SC","D-R",1966.1,1966
"Thurmond, James Strom         2","SC","D-R",1966.2,1966
"Thurmond, James Strom         2","SC","D-R",1966.3,1966
"Thurmond, James Strom         2","SC","D-R",1966.4,1966
"Thurmond, James Strom         2","SC","D-R",1967.1,1967
"Thurmond, James Strom         2","SC","D-R",1967.2,1967
"Thurmond, James Strom         2","SC","D-R",1967.3,1967
"Thurmond, James Strom         2","SC","D-R",1967.4,1967
"Thurmond, James Strom         2","SC","D-R",1968.1,1968
"Thurmond, James Strom         2","SC","D-R",1968.2,1968
"Thurmond, James Strom         2","SC","D-R",1968.3,1968
"Thurmond, James Strom         2","SC","D-R",1968.4,1968
"Thurmond, James Strom         2","SC","D-R",1969.1,1969
"Thurmond, James Strom         2","SC","D-R",1969.2,1969
"Thurmond, James Strom         2","SC","D-R",1969.3,1969
"Thurmond, James Strom         2","SC","D-R",1969.4,1969
"Thurmond, James Strom         2","SC","D-R",1970.1,1970
"Thurmond, James Strom         2","SC","D-R",1970.2,1970
"Thurmond, James Strom         2","SC","D-R",1970.3,1970
"Thurmond, James Strom         2","SC","D-R",1970.4,1970
"Thurmond, James Strom         2","SC","D-R",1971.1,1971
"Thurmond, James Strom         2","SC","D-R",1971.2,1971
"Thurmond, James Strom         2","SC","D-R",1971.3,1971
"Thurmond, James Strom         2","SC","D-R",1971.4,1971
"Thurmond, James Strom         2","SC","D-R",1972.1,1972
"Thurmond, James Strom         2","SC","D-R",1972.2,1972
"Thurmond, James Strom         2","SC","D-R",1972.3,1972
"Thurmond, James Strom         2","SC","D-R",1972.4,1972
"Thurmond, James Strom         2","SC","D-R",1973.1,1973
"Thurmond, James Strom         2","SC","D-R",1973.2,1973
"Thurmond, James Strom         2","SC","D-R",1973.3,1973
"Thurmond, James Strom         2","SC","D-R",1973.4,1973
"Thurmond, James Strom         2","SC","D-R",1974.1,1974
"Thurmond, James Strom         2","SC","D-R",1974.2,1974
"Thurmond, James Strom         2","SC","D-R",1974.3,1974
"Thurmond, James Strom         2","SC","D-R",1974.4,1974
"Thurmond, James Strom         2","SC","D-R",1975.1,1975
"Thurmond, James Strom         2","SC","D-R",1975.2,1975
"Thurmond, James Strom         2","SC","D-R",1975.3,1975
"Thurmond, James Strom         2","SC","D-R",1975.4,1975
"Thurmond, James Strom         2","SC","D-R",1976.1,1976
"Thurmond, James Strom         2","SC","D-R",1976.2,1976
"Thurmond, James Strom         2","SC","D-R",1976.3,1976
"Thurmond, James Strom         2","SC","D-R",1976.4,1976
"Thurmond, James Strom         2","SC","D-R",1977.1,1977
"Thurmond, James Strom         2","SC","D-R",1977.2,1977
"Thurmond, James Strom         2","SC","D-R",1977.3,1977
"Thurmond, James Strom         2","SC","D-R",1977.4,1977
"Thurmond, James Strom         2","SC","D-R",1978.1,1978
"Thurmond, James Strom         2","SC","D-R",1978.2,1978
"Thurmond, James Strom         2","SC","D-R",1978.3,1978
"Thurmond, James Strom         2","SC","D-R",1978.4,1978
"Thurmond, James Strom         2","SC","D-R",1979.1,1979
"Thurmond, James Strom         2","SC","D-R",1979.2,1979
"Thurmond, James Strom         2","SC","D-R",1979.3,1979
